name,type,year,description,url,gender,organization,age,country,current_country
Johann Deisenhofer,chemistry,1988,for the determination of the three-dimensional structure of a photosynthetic reaction centre,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1988/deisenhofer-facts.html,male,FALSE,45,Germany,Germany
Robert Huber,chemistry,1988,for the determination of the three-dimensional structure of a photosynthetic reaction centre,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1988/huber-facts.html,male,FALSE,51,Germany,Germany
Hartmut Michel,chemistry,1988,for the determination of the three-dimensional structure of a photosynthetic reaction centre,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1988/michel-facts.html,male,FALSE,40,West Germany,Germany
Sir James W. Black,medicine,1988,for their discoveries of important principles for drug treatment,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1988/black-facts.html,male,FALSE,64,Scotland,Scotland
Gertrude B. Elion,medicine,1988,for their discoveries of important principles for drug treatment,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1988/elion-facts.html,female,FALSE,70,USA,USA
George H. Hitchings,medicine,1988,for their discoveries of important principles for drug treatment,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1988/hitchings-facts.html,male,FALSE,83,USA,USA
Naguib Mahfouz,literature,1988,"who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind",https://www.nobelprize.org/nobel_prizes/literature/laureates/1988/mahfouz-facts.html,male,FALSE,77,Egypt,Egypt
United Nations Peacekeeping Forces,peace,1988,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1988/un-facts.html,org,TRUE,,,
Maurice Allais,economic-sciences,1988,for his pioneering contributions to the theory of markets and efficient utilization of resources,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/1988/allais-facts.html,male,FALSE,77,France,France
J. Georg Bednorz,physics,1987,for their important break-through in the discovery of superconductivity in ceramic materials,https://www.nobelprize.org/nobel_prizes/physics/laureates/1987/bednorz-facts.html,male,FALSE,37,West Germany,Germany
K. Alexander M�ller,physics,1987,for their important break-through in the discovery of superconductivity in ceramic materials,https://www.nobelprize.org/nobel_prizes/physics/laureates/1987/muller-facts.html,male,FALSE,60,Switzerland,Switzerland
Donald J. Cram,chemistry,1987,for their development and use of molecules with structure-specific interactions of high selectivity,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1987/cram-facts.html,male,FALSE,68,USA,USA
Jean-Marie Lehn,chemistry,1987,for their development and use of molecules with structure-specific interactions of high selectivity,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1987/lehn-facts.html,male,FALSE,48,France,France
Charles J. Pedersen,chemistry,1987,for their development and use of molecules with structure-specific interactions of high selectivity,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1987/pedersen-facts.html,male,FALSE,83,Korea,South Korea
Susumu Tonegawa,medicine,1987,for his discovery of the genetic principle for generation of antibody diversity,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1987/tonegawa-facts.html,male,FALSE,48,Japan,Japan
Joseph Brodsky,literature,1987,"for an all-embracing authorship, imbued with clarity of thought and poetic intensity",https://www.nobelprize.org/nobel_prizes/literature/laureates/1987/brodsky-facts.html,male,FALSE,47,USSR,Russia
Oscar Arias S�nchez,peace,1987,"for his work for peace in Central America, efforts which led to the accord signed in Guatemala on August 7 this year",https://www.nobelprize.org/nobel_prizes/peace/laureates/1987/arias-facts.html,male,FALSE,46,Costa Rica,Costa Rica
Robert M. Solow,economic-sciences,1987,for his contributions to the theory of economic growth,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/1987/solow-facts.html,male,FALSE,63,USA,USA
Ernst Ruska,physics,1986,"for his fundamental work in electron optics, and for the design of the first electron microscopefor their design of the scanning tunneling microscope",https://www.nobelprize.org/nobel_prizes/physics/laureates/1986/ruska-facts.html,male,FALSE,80,Germany,Germany
Gerd Binnig,physics,1986,"for his fundamental work in electron optics, and for the design of the first electron microscopefor their design of the scanning tunneling microscope",https://www.nobelprize.org/nobel_prizes/physics/laureates/1986/binnig-facts.html,male,FALSE,39,West Germany,Germany
Heinrich Rohrer,physics,1986,"for his fundamental work in electron optics, and for the design of the first electron microscopefor their design of the scanning tunneling microscope",https://www.nobelprize.org/nobel_prizes/physics/laureates/1986/rohrer-facts.html,male,FALSE,53,Switzerland,Switzerland
Dudley R. Herschbach,chemistry,1986,for their contributions concerning the dynamics of chemical elementary processes,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1986/herschbach-facts.html,male,FALSE,54,USA,USA
Yuan T. Lee,chemistry,1986,for their contributions concerning the dynamics of chemical elementary processes,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1986/lee-facts.html,male,FALSE,50,Taiwan,Taiwan
John C. Polanyi,chemistry,1986,for their contributions concerning the dynamics of chemical elementary processes,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1986/polanyi-facts.html,male,FALSE,57,Germany,Germany
Stanley Cohen,medicine,1986,for their discoveries of growth factors,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1986/cohen-facts.html,male,FALSE,64,USA,USA
Rita Levi-Montalcini,medicine,1986,for their discoveries of growth factors,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1986/levi-montalcini-facts.html,female,FALSE,77,Italy,Italy
Wole Soyinka,literature,1986,who in a wide cultural perspective and with poetic overtones fashions the drama of existence,https://www.nobelprize.org/nobel_prizes/literature/laureates/1986/soyinka-facts.html,male,FALSE,52,Nigeria,Nigeria
Elie Wiesel,peace,1986,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1986/wiesel-facts.html,male,FALSE,58,Romania,Romania
James M. Buchanan Jr.,economic-sciences,1986,for his development of the contractual and constitutional bases for the theory of economic and political decision-making,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/1986/buchanan-facts.html,male,FALSE,67,USA,USA
Klaus von Klitzing,physics,1985,for the discovery of the quantized Hall effect,https://www.nobelprize.org/nobel_prizes/physics/laureates/1985/klitzing-facts.html,male,FALSE,42,German-occupied Poland,Poland
Herbert A. Hauptman,chemistry,1985,for their outstanding achievements in the development of direct methods for the determination of crystal structures,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1985/hauptman-facts.html,male,FALSE,68,USA,USA
Jerome Karle,chemistry,1985,for their outstanding achievements in the development of direct methods for the determination of crystal structures,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1985/karle-facts.html,male,FALSE,67,USA,USA
Michael S. Brown,medicine,1985,for their discoveries concerning the regulation of cholesterol metabolism,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1985/brown-facts.html,male,FALSE,44,USA,USA
Joseph L. Goldstein,medicine,1985,for their discoveries concerning the regulation of cholesterol metabolism,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1985/goldstein-facts.html,male,FALSE,45,USA,USA
Claude Simon,literature,1985,who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition,https://www.nobelprize.org/nobel_prizes/literature/laureates/1985/simon-facts.html,male,FALSE,72,Madagascar,Madagascar
International Physicians for the Prevention of Nuclear War,peace,1985,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1985/physicians-facts.html,org,TRUE,,,
Franco Modigliani,economic-sciences,1985,for his pioneering analyses of saving and of financial markets,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/1985/modigliani-facts.html,male,FALSE,67,Italy,Italy
Carlo Rubbia,physics,1984,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",https://www.nobelprize.org/nobel_prizes/physics/laureates/1984/rubbia-facts.html,male,FALSE,50,Italy,Italy
Simon van der Meer,physics,1984,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",https://www.nobelprize.org/nobel_prizes/physics/laureates/1984/meer-facts.html,male,FALSE,59,the Netherlands,the Netherlands
Robert Bruce Merrifield,chemistry,1984,for his development of methodology for chemical synthesis on a solid matrix,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1984/merrifield-facts.html,male,FALSE,63,USA,USA
Niels K. Jerne,medicine,1984,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1984/jerne-facts.html,male,FALSE,73,United Kingdom,United Kingdom
Georges J.F. K�hler,medicine,1984,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1984/kohler-facts.html,male,FALSE,38,Germany,Germany
C�sar Milstein,medicine,1984,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1984/milstein-facts.html,male,FALSE,57,Argentina,Argentina
Jaroslav Seifert,literature,1984,"for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man",https://www.nobelprize.org/nobel_prizes/literature/laureates/1984/seifert-facts.html,male,FALSE,83,Austria-Hungary,Czech Republic
Desmond Mpilo Tutu,peace,1984,,https://www.nobelprize.org/nobel_prizes/peace/laureates/1984/tutu-facts.html,male,FALSE,53,South Africa,South Africa
Richard Stone,economic-sciences,1984,for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis,https://www.nobelprize.org/nobel_prizes/economic-sciences/laureates/1984/stone-facts.html,male,FALSE,71,United Kingdom,United Kingdom
Subramanyan Chandrasekhar,physics,1983,for his theoretical studies of the physical processes of importance to the structure and evolution of the starsfor his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe,https://www.nobelprize.org/nobel_prizes/physics/laureates/1983/chandrasekhar-facts.html,male,FALSE,73,India,Pakistan
William Alfred Fowler,physics,1983,for his theoretical studies of the physical processes of importance to the structure and evolution of the starsfor his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe,https://www.nobelprize.org/nobel_prizes/physics/laureates/1983/fowler-facts.html,male,FALSE,72,USA,USA
Henry Taube,chemistry,1983,"for his work on the mechanisms of electron transfer reactions, especially in metal complexes",https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1983/taube-facts.html,male,FALSE,68,Canada,Canada
Barbara McClintock,medicine,1983,for her discovery of mobile genetic elements,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1983/mcclintock-facts.html,female,FALSE,81,USA,USA
