name,type,year,url,gender,organization,age,country,current_country,description
Subramanyan Chandrasekhar,physics,1983,https://www.nobelprize.org/nobel_prizes/physics/laureates/1983/chandrasekhar-facts.html,male,FALSE,73,India,Pakistan,for his theoretical studies of the physical processes of importance to the structure and evolution of the stars
William Alfred Fowler,physics,1983,https://www.nobelprize.org/nobel_prizes/physics/laureates/1983/fowler-facts.html,male,FALSE,72,USA,USA,for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe
Henry Taube,chemistry,1983,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1983/taube-facts.html,male,FALSE,68,Canada,Canada,"for his work on the mechanisms of electron transfer reactions, especially in metal complexes"
Lech Walesa,peace,1983,https://www.nobelprize.org/nobel_prizes/peace/laureates/1983/walesa-facts.html,male,FALSE,40,Poland,Poland,
Aaron Klug,chemistry,1982,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1982/klug-facts.html,male,FALSE,56,Lithuania,Lithuania,for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes
Gabriel Garcia Marquez,literature,1982,https://www.nobelprize.org/nobel_prizes/literature/laureates/1982/marquez-facts.html,male,FALSE,55,Colombia,Colombia,"for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts"
George J. Stigler,economics,1982,https://www.nobelprize.org/nobel_prizes/economics/laureates/1982/stigler-facts.html,male,FALSE,71,USA,USA,"for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation"
Kenneth G. Wilson,physics,1982,https://www.nobelprize.org/nobel_prizes/physics/laureates/1982/wilson-facts.html,male,FALSE,46,USA,USA,for his theory for critical phenomena in connection with phase transitions
Sune K. Bergstrom,medicine,1982,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1982/bergstrom-facts.html,male,FALSE,66,Sweden,Sweden,for their discoveries concerning prostaglandins and related biologically active substances
Bengt I. Samuelsson,medicine,1982,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1982/samuelsson-facts.html,male,FALSE,48,Sweden,Sweden,for their discoveries concerning prostaglandins and related biologically active substances
John R. Vane,medicine,1982,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1982/vane-facts.html,male,FALSE,55,United Kingdom,United Kingdom,for their discoveries concerning prostaglandins and related biologically active substances
Alva Myrdal,peace,1982,https://www.nobelprize.org/nobel_prizes/peace/laureates/1982/myrdal-facts.html,female,FALSE,80,Sweden,Sweden,
Alfonso Garcia Robles,peace,1982,https://www.nobelprize.org/nobel_prizes/peace/laureates/1982/robles-facts.html,male,FALSE,71,Mexico,Mexico,
James Tobin,economics,1981,https://www.nobelprize.org/nobel_prizes/economics/laureates/1981/tobin-facts.html,male,FALSE,63,USA,USA,"for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices"
Roger W. Sperry,medicine,1981,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1981/sperry-facts.html,male,FALSE,68,USA,USA,for his discoveries concerning the functional specialization of the cerebral hemispheres
David H. Hubel,medicine,1981,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1981/hubel-facts.html,male,FALSE,55,Canada,Canada,for their discoveries concerning information processing in the visual system
Torsten N. Wiesel,medicine,1981,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1981/wiesel-facts.html,male,FALSE,57,Sweden,Sweden,for their discoveries concerning information processing in the visual system
Nicolaas Bloembergen,physics,1981,https://www.nobelprize.org/nobel_prizes/physics/laureates/1981/bloembergen-facts.html,male,FALSE,61,the Netherlands,the Netherlands,for their contribution to the development of laser spectroscopy
Arthur Leonard Schawlow,physics,1981,https://www.nobelprize.org/nobel_prizes/physics/laureates/1981/schawlow-facts.html,male,FALSE,60,USA,USA,for their contribution to the development of laser spectroscopy
Kai M. Siegbahn,physics,1981,https://www.nobelprize.org/nobel_prizes/physics/laureates/1981/siegbahn-facts.html,male,FALSE,63,Sweden,Sweden,for his contribution to the development of high-resolution electron spectroscopy
Kenichi Fukui,chemistry,1981,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1981/fukui-facts.html,male,FALSE,63,Japan,Japan,"for their theories, developed independently, concerning the course of chemical reactions"
Roald Hoffmann,chemistry,1981,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1981/hoffmann-facts.html,male,FALSE,44,Poland,Ukraine,"for their theories, developed independently, concerning the course of chemical reactions"
Elias Canetti,literature,1981,https://www.nobelprize.org/nobel_prizes/literature/laureates/1981/canetti-facts.html,male,FALSE,76,Bulgaria,Bulgaria,"for writings marked by a broad outlook, a wealth of ideas and artistic power"
Office of the United Nations High Commissioner for Refugees (UNHCR),peace,1981,https://www.nobelprize.org/nobel_prizes/peace/laureates/1981/refugees-facts.html,org,TRUE,,,,
Paul Berg,chemistry,1980,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1980/berg-facts.html,male,FALSE,54,USA,USA,"for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA"
Walter Gilbert,chemistry,1980,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1980/gilbert-facts.html,male,FALSE,48,USA,USA,for their contributions concerning the determination of base sequences in nucleic acids
Frederick Sanger,chemistry,1980,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1980/sanger-facts.html,male,FALSE,62,United Kingdom,United Kingdom,for their contributions concerning the determination of base sequences in nucleic acids
Lawrence R. Klein,economics,1980,https://www.nobelprize.org/nobel_prizes/economics/laureates/1980/klein-facts.html,male,FALSE,60,USA,USA,for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies
James Watson Cronin,physics,1980,https://www.nobelprize.org/nobel_prizes/physics/laureates/1980/cronin-facts.html,male,FALSE,49,USA,USA,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons
Val Logsdon Fitch,physics,1980,https://www.nobelprize.org/nobel_prizes/physics/laureates/1980/fitch-facts.html,male,FALSE,57,USA,USA,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons
Baruj Benacerraf,medicine,1980,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1980/benacerraf-facts.html,male,FALSE,60,Venezuela,Venezuela,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions
Jean Dausset,medicine,1980,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1980/dausset-facts.html,male,FALSE,64,France,France,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions
George D. Snell,medicine,1980,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1980/snell-facts.html,male,FALSE,77,USA,USA,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions
Czeslaw Milosz,literature,1980,https://www.nobelprize.org/nobel_prizes/literature/laureates/1980/milosz-facts.html,male,FALSE,69,Russian Empire,Lithuania,who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts
Adolfo Perez Esquivel,peace,1980,https://www.nobelprize.org/nobel_prizes/peace/laureates/1980/esquivel-facts.html,male,FALSE,49,Argentina,Argentina,
Odysseus Elytis,literature,1979,https://www.nobelprize.org/nobel_prizes/literature/laureates/1979/elytis-facts.html,male,FALSE,68,Crete,Greece,"for his poetry, which, against the background of Greek tradition, depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness"
Allan M. Cormack,medicine,1979,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1979/cormack-facts.html,male,FALSE,55,South Africa,South Africa,for the development of computer assisted tomography
Godfrey N. Hounsfield,medicine,1979,https://www.nobelprize.org/nobel_prizes/medicine/laureates/1979/hounsfield-facts.html,male,FALSE,60,United Kingdom,United Kingdom,for the development of computer assisted tomography
Sheldon Lee Glashow,physics,1979,https://www.nobelprize.org/nobel_prizes/physics/laureates/1979/glashow-facts.html,male,FALSE,47,USA,USA,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current"
Abdus Salam,physics,1979,https://www.nobelprize.org/nobel_prizes/physics/laureates/1979/salam-facts.html,male,FALSE,53,India,Pakistan,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current"
Steven Weinberg,physics,1979,https://www.nobelprize.org/nobel_prizes/physics/laureates/1979/weinberg-facts.html,male,FALSE,46,USA,USA,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current"
Herbert C. Brown,chemistry,1979,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1979/brown-facts.html,male,FALSE,67,United Kingdom,United Kingdom,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis"
Georg Wittig,chemistry,1979,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1979/wittig-facts.html,male,FALSE,82,Germany,Germany,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis"
Theodore W. Schultz,economics,1979,https://www.nobelprize.org/nobel_prizes/economics/laureates/1979/schultz-facts.html,male,FALSE,77,USA,USA,for their pioneering research into economic development research with particular consideration of the problems of developing countries
Sir Arthur Lewis,economics,1979,https://www.nobelprize.org/nobel_prizes/economics/laureates/1979/lewis-facts.html,male,FALSE,64,British West Indies,Saint Lucia,for their pioneering research into economic development research with particular consideration of the problems of developing countries
Mother Teresa,peace,1979,https://www.nobelprize.org/nobel_prizes/peace/laureates/1979/teresa-facts.html,female,FALSE,69,Ottoman Empire,Republic of Macedonia,
Pyotr Leonidovich Kapitsa,physics,1978,https://www.nobelprize.org/nobel_prizes/physics/laureates/1978/kapitsa-facts.html,male,FALSE,84,Russian Empire,Russia,for his basic inventions and discoveries in the area of low-temperature physics
Arno Allan Penzias,physics,1978,https://www.nobelprize.org/nobel_prizes/physics/laureates/1978/penzias-facts.html,male,FALSE,45,Germany,Germany,for their discovery of cosmic microwave background radiation
Robert Woodrow Wilson,physics,1978,https://www.nobelprize.org/nobel_prizes/physics/laureates/1978/wilson-facts.html,male,FALSE,42,USA,USA,for their discovery of cosmic microwave background radiation
Peter D. Mitchell,chemistry,1978,https://www.nobelprize.org/nobel_prizes/chemistry/laureates/1978/mitchell-facts.html,male,FALSE,58,United Kingdom,United Kingdom,for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory
Isaac Bashevis Singer,literature,1978,https://www.nobelprize.org/nobel_prizes/literature/laureates/1978/singer-facts.html,male,FALSE,74,Russian Empire,Poland,"for his impassioned narrative art which, with roots in a Polish-Jewish cultural tradition, brings universal human conditions to life"
Herbert A. Simon,economics,1978,https://www.nobelprize.org/nobel_prizes/economics/laureates/1978/simon-facts.html,male,FALSE,62,USA,USA,for his pioneering research into the decision-making process within economic organizations
